idTweet, clean_tweet, scoreImportance, idCandidat, smileyHappy, smileySad
1084214525493235717,awww candidate performance was amazing but...if youve seen him sing when hes fully in his element youll know that that was nothinggg compared to what he can do. the guy has pipes. ,1,0,0,0
1084202308723007489,one of the best version of hallelujah ive ever heard! amazing candidate ,1,0,0,0
1084200681920253952,tuneeeee! i love this song sing ittt candidate ,1,15,0,0
1084200542363111425,that was special candidate incredible ,1,0,0,0
1084200085750276097,yep candidate and person are going to be a force to be reckoned with pop his cover of hallelujah on and have a little cry:  ,1,0,0,0
1084199991789477888,is looking strong so far! grace person person candidate lets find some more voices next week! ,1,15,0,0
1084196273706754051,thrilled for our fabulous candidate who joins ,1,15,0,0
1084209962061086720,congratulations candidate and welcome to ,1,0,0,0
1084208623574753281,saved the best for last candidate soooo proud of you you really took us to church ,1,0,0,0
1084184323627073536,the coaches are already driving their buses for candidate powerful audition ,1,14,0,0
1084577932834729987,this guys voice is the truth. a great star is born candidate . another brother making ghana proud in the uk . make sure you support him as competes on person this season. ,1,0,0,0
1084429795407134720,wow what an audition candidate you have so much soul and passion inside of you! you smashed it ,1,0,0,0
1084378913646788610,just in case you missed it candidate person person ,1,0,0,0
1084495738611138561,been swooning about candidate since saw him many times in person and person  so proud of you on !! this is your so superdeserved moment ,1,15,0,0
1084748640344829953,many congrats to the rather splendid candidate for his triumph on remember you can with cedric at  ,1,15,0,0
1084738305126813696,good morning ghanaianborn candidate wows judges on  ,1,0,0,0
1084785922221187078,bang! candidate nails it at person accra ghana  ,1,0,0,0
1085260239102976003,rsum 2019 episode 2 : suite des auditions candidate tom jones and co  ,1,26,0,0
1085232233395433473,candidate are gonna be huge  they are on person this album is going to be awesome... person very talented oodles of talent  person person ,1,7,0,0
1084974385084186624,candidate you killed it on  and you sang stevie my favourite artist of all time you are ridiculously talented urgh those riffs  ,1,15,0,0
1085485859309346816,ghanaian born gospel musician candidate blows away all the judges at the audition stage of person mentored by team person we need your support. lets make this talented potential a huge star!! ,1,0,0,0
1086281766464147456,did anyone spot chevrons very own luke swatman candidate on person again this morning?! ............... dont miss his performance this weekend on person saturday 19th january at 8pm on person . make sure youre watching! good luck luke!!!!! ,1,10,0,0
1086217898555781120,i cant wait to watch candidate on the tomorrow im so sacred xx ,1,2,0,0
1086734623772688384,not annoyed about getting candidate at all... ,1,2,0,0
1086733285491904512,proof you should never give up determination and work will get you there! brilliant stuff congratulations candidate  ,1,30,0,0
1086731218543169536,i love candidate ,1,30,0,0
1086733834924769281,i screamed omg!!! im so proud of my boys!!! candidate ,1,2,0,0
1086729885081628672,hands up who thinks candidate should have his choice of the coaches? ,1,30,0,0
1087107512522993673,great audition candidate and to have only been singing opera for 18 months is tremendous. ,1,10,0,0
1087045954447069186,tami i certainly will! you can also follow me candidate on facebook and instagram! theres also cover all bases to stay upto date : ,1,10,0,0
1087020160458940417,so my stepdad candidate told me this morning that i should go on person and sing a million dreams from should i go for it? ,1,26,0,0
1087027500260225024,super proud of candidate smashing it and making it onto person team on person ... lots of love and support from everyone at person and from your dj mate person aka person ,1,2,0,0
1086947281365098496,well done to the candidate boys last night. they deserve success after the work they have put in. i remember them visiting us at person during the yes lad days. ,1,2,0,0
1086916761952415744,not only is candidate an amazing singer and performer hes genuinely one of the loveliest guys you could meet! are behind him all the way.......just a little worried he wont be available for this years christmas party person person ,1,24,0,0
1087326248567799808,my 4 favourite acts from week 3 blind auditions: 1. sarah tucker 2. christina ellinas 3. holly lefevre 4. candidate candidate ,1,30,0,0
1087424093421518848,absofrickinlotley blown away by candidate on cant wait to hear your next song and buy your album!!! ,1,11,0,0
1087381091193896962,2019: sir tom jones dealt candidate blow from jennifer hudson:  ,1,26,0,0
1087356198364606464,finally watched candidate s audition on omg so proud of you lads! that was amazing ,1,2,0,0
1087324957951049728,some work needs to be done but they have something.. candidate ,1,2,0,0
1087299868182396930,did you catch the brilliant candidate audition for person this weekend? if you cant wait for more here he is playing in our hayloft bar! good luck harrisen!  ,1,24,0,0
1087271080283127811,for only one more week get 25 off candidate of person premium colour hardback! and of course get the 20 ebook free! head to:  enter the code: ny25sale!! to get your 25 discount!! ,1,26,0,0
1087444799538544641,candidate fab audition saturday night! you killed it and some would love to see you duet with another liverpool starlet the amazing person ,1,1,0,0
1087432766210355200,the voice uk 2019: sir tom jones dealt candidate blow from jennifer hudson  1548099149 ,1,26,0,0
1087311636816375808,it wasnt perfect but good audition from candidate with some coaching i think he could be really good ,1,30,0,0
1087419583949094912,the voice uk 2019: sir tom jones dealt candidate blow from jennifer hudson . . to read more  ,1,26,0,0
1087283512904949760,uwl and person student christina ellinas candidate wowed the judges on over the weekend with her performance of lullaby by person and person during the blind auditions. way to go christina!  ,1,1,0,0
1087731691853103104,123k views now. wow wow !! candidate ,1,10,0,0
1087685695433592833,please vote if you like this candidate ,1,10,0,0
1087679585494487043,the amazing candidate wowing the judges at congrats christina on your amazing performance! ,1,1,0,0
1087633718636933120,for only one more week get 25 off candidate of person premium colour hardback! and of course get the 20 ebook free! head to:  enter the code: ny25sale!! to get your 25 discount!! ,1,26,0,0
1087959512236126208,candidate 137k views wow! ,1,10,0,0
1088552133912416257,person candidate ,1,10,0,0
1088554964081917952,person candidate ,1,10,0,0
1089274780811972608,you took me to church! i felt every word lyric  emotion in your voice candidate ! very pleased you choose me to mentor you on ,1,17,0,0
1089274116694331392,welcoming candidate to ,1,17,0,0
1089270483927871488,sir tom jones duet time!! watch the incredible moment person and candidate performed her audition song together: ,1,22,0,0
1089258235171926017,who else s candidate already? ,1,25,0,0
1089257321128226817,hello candidate and your beautiful voice ,1,25,0,0
1089255087338336259,what a throughly nice chap! welcome to candidate ,1,6,0,0
1089259458222542853,after quite the dramatic pitchoff its for candidate go ahead and relive his unforgettable rendition of childish gambinos person redbone here: ,1,25,0,0
1089256602270658560,im still watching last weeks person candidate 171k views on youtube ,1,10,0,0
1089259846594121728,okay so brown sugar needs to get social media!!! asap! they are insanely good!! and candidate on his own is amazing too! by far my fave singer this series!! ,1,25,0,0
1089259783415349249,omg i love how candidate was asked to perform along with his band brown sugar on or what ,1,25,0,0
1089192174489665536,person tonight will miss candidate x ,1,7,0,0
1089231297824858112,calling all to come together and support my daughters uncle candidate on showing the talent ive known hes had for years to person tonight 8pm on person .. ,1,17,0,0
1089093430574223360,the song reminds me of my mum who sadly passed away 3yrs ago. it was a truly stunning performance and i still cant stop watching it! person candidate did you proud and smashed it out the park!!! lol ,1,11,0,0
1089654722125070336,i had meself some cracking gigs in denmark! ill be back at person in march! how amazing has person been so far!? team person is shaping up very nicely bigs ups to person  candidate unreal performances. ,1,25,0,0
1089466210700460032,huge congrats to the incredible candidate from our very own brown sugar on his performance on person it goes without saying that from now were very much sorry person  ,1,25,0,0
1089671541070221313,just catching up on im interested to find out if person will actually have candidate and brown sugar on his tour ,1,25,0,0
1089585084099895297,incredible voice candidate so much passion and power! ,1,17,0,0
1089583493225549825,very unique voice candidate great song choice. ,1,22,0,0
1089578512204349440,candidate savile could walk out onto stage and start singing and the audience would still clap him him as soon as he started the first few notes. is there any need? ,1,30,0,0
1089575632957247488,wow!! candidate that performance! take a bow ,1,22,0,0
1089570840667217924,candidate on the audition was amazing !!!! in the words of kelly rowland he put it down!! ,1,25,0,0
1089573888730820614,those high notes! fantastic audition from candidate ,1,25,0,0
1089431316553256960,when you watch and candidate has you crying.. amazing!! ,1,17,0,0
1089463548886073344,never watch the voice but caught this by chance last night brilliant candidate and person made my day ,1,22,0,0
1089317338694987776,omg candidate shouldve chose jennifer imagine what their duet couldve been!!! ,1,25,0,0
1089317288359194624,such an awesome audition by my boy candidate  so very happy he sang so brilliantly  achieved a double chair turn  thank you jennifer hudson  person fantastic respect now for ... ,1,24,0,0
1089460950351138817,another great night on last night with person and candidate sir tom jones  candidate williams cry to me  blind auditions  the... via person ,1,22,0,0
1089319381098815488,how beautiful is candidate though ... i was 5050 during the audition but loved her performance then the duet with tom she just pulled it out the bag big time. love her style vocal and face ,1,22,0,0
1089462266725044225,person s team is fire loved this show! candidate might just be my fave! well done person ,1,25,0,0
1089430767367790592,gosh how candidate is this... every season theres the one who got away. i think its person this year. annoying! ,1,26,0,0
1089320675284828161,so proud to see our guy candidate on tonight ,1,17,0,0
1090014091509465089,candidate williams is soooo soulful in her blind audition 3 via person ,1,22,0,0
1089829215795593217,when person gives you their support in the person green room! candidate person ,1,17,0,0
1089811151989411840,were at person with candidate  tune in to itv now! ,1,17,0,0
1090010312340836353,candidate candidate falsetto is ahmazing! via person ,1,25,0,0
1089789165192073216,who else thought my buddy candidate was awesome on saturday? person person ,1,17,0,0
1089776048458190848,watching candidate audition ,1,25,0,0
1090299248141316097,candidate wow! im a fan vocals. i watched your audition five times ,1,17,0,0
